Index,Time,SPE,Threshold,Anomaly_status,io_usage,cpu_percent,network_usage,ram_usage,Container
42,2019-11-28 21:41:49.214000,236.46725707308224,8921.90933914565,0,0,7.75,23680,11596411699.2,1d1a77a500f9
43,2019-11-28 21:41:49.214000,3346.434947645361,8921.90933914565,0,4456000,0.0,23680,128765132.8,4cc3cf79a2c4
44,2019-11-28 21:41:49.214000,2984.9370753262133,8921.90933914565,0,0,0.0,23680,1257452339.2,abbf5599c150
45,2019-11-28 21:41:49.214000,2415.3345626601895,8921.90933914565,0,71440000,0.0,25440,485364858.88,1cb4575d17f4
46,2019-11-28 21:41:49.214000,7334.985990042003,8921.90933914565,0,1016000000,2.86,33520,581917736.96,2eeb54d55f3b
47,2019-11-28 21:41:49.214000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
48,2019-11-28 21:41:49.214000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
49,2019-11-28 21:41:49.215000,291.2312103870624,8921.90933914565,0,0,4.1,23680,11390253268.992,6ffd41e1fbc1
50,2019-11-28 21:41:49.215000,2665.373965186878,8921.90933914565,0,0,0.0,23680,2459539865.6,f06963f3ad95
51,2019-11-28 21:41:49.215000,14138.75588256017,8921.90933914565,0,209600000,0.05,44000,106535321.6,bca9d260c15b
52,2019-11-28 21:41:49.215000,4259.840690309962,8921.90933914565,0,41200000,0.09,23280,103515422.72,6a5af19b5b83
53,2019-11-28 21:41:49.215000,5402.4856851897575,8921.90933914565,0,187200000,0.84,24080,369350410.24,5d2823fff256
54,2019-11-28 21:41:49.215000,2139.207066956849,8921.90933914565,0,424000000,0.05,30640,251658240.0,2a92371640c3
55,2019-11-28 21:41:49.215000,236.42555344015167,8921.90933914565,0,0,2.63,23680,11596411699.2,1d1a77a500f9
56,2019-11-28 21:41:49.215000,3346.434947645361,8921.90933914565,0,4456000,0.0,23680,128765132.8,4cc3cf79a2c4
57,2019-11-28 21:41:49.215000,2424.9371855712793,8921.90933914565,0,0,0.0,24240,1257452339.2,abbf5599c150
58,2019-11-28 21:41:49.215000,2415.3345626601895,8921.90933914565,0,71440000,0.0,25440,485364858.88,1cb4575d17f4
59,2019-11-28 21:41:49.215000,7334.985990042003,8921.90933914565,0,1016000000,2.86,33520,581917736.96,2eeb54d55f3b
60,2019-11-28 21:41:49.215000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
61,2019-11-28 21:41:49.215000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
62,2019-11-28 21:41:49.215000,291.2299700009569,8921.90933914565,0,0,3.06,23680,11390253268.992,6ffd41e1fbc1
63,2019-11-28 21:41:49.215000,2665.373965186878,8921.90933914565,0,0,0.0,23680,2459539865.6,f06963f3ad95
64,2019-11-28 21:41:49.216000,14138.75588256017,8921.90933914565,0,209600000,0.05,44000,106535321.6,bca9d260c15b
65,2019-11-28 21:41:49.418000,4259.840690309962,8921.90933914565,0,41200000,0.09,23280,103515422.72,6a5af19b5b83
66,2019-11-28 21:41:49.418000,5402.4856851897575,8921.90933914565,0,187200000,0.84,24080,369350410.24,5d2823fff256
67,2019-11-28 21:41:49.418000,2139.207066956849,8921.90933914565,0,424000000,0.05,30640,251658240.0,2a92371640c3
68,2019-11-28 21:41:49.418000,236.42555344015167,8921.90933914565,0,0,2.63,23680,11596411699.2,1d1a77a500f9
69,2019-11-28 21:41:49.418000,3346.434947645361,8921.90933914565,0,4456000,0.0,23680,128765132.8,4cc3cf79a2c4
70,2019-11-28 21:41:49.418000,2424.9371855712793,8921.90933914565,0,0,0.0,24240,1257452339.2,abbf5599c150
71,2019-11-28 21:41:49.418000,1855.3348035346069,8921.90933914565,0,71440000,0.0,26000,485364858.88,1cb4575d17f4
72,2019-11-28 21:41:49.418000,7333.207820253128,8921.90933914565,0,1016000000,52.64,33520,589131939.84,2eeb54d55f3b
73,2019-11-28 21:41:49.418000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
74,2019-11-28 21:41:49.418000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
75,2019-11-28 21:41:49.418000,291.2299700009569,8921.90933914565,0,0,3.06,23680,11390253268.992,6ffd41e1fbc1
76,2019-11-28 21:41:49.418000,2665.373965186878,8921.90933914565,0,0,0.0,23680,2459539865.6,f06963f3ad95
77,2019-11-28 21:41:49.418000,14698.800463335347,8921.90933914565,0,209600000,0.11,44560,106703093.76,bca9d260c15b
78,2019-11-28 21:41:49.917000,4259.840690309962,8921.90933914565,0,41200000,0.09,23280,103515422.72,6a5af19b5b83
79,2019-11-28 21:41:49.917000,5402.4856851897575,8921.90933914565,0,187200000,0.84,24080,369350410.24,5d2823fff256
80,2019-11-28 21:41:49.917000,2139.207066956849,8921.90933914565,0,424000000,0.05,30640,251658240.0,2a92371640c3
81,2019-11-28 21:41:49.918000,236.42555344015167,8921.90933914565,0,0,2.63,23680,11596411699.2,1d1a77a500f9
82,2019-11-28 21:41:49.918000,3346.434947645361,8921.90933914565,0,4456000,0.0,23680,128765132.8,4cc3cf79a2c4
83,2019-11-28 21:41:49.918000,2424.9371855712793,8921.90933914565,0,0,0.0,24240,1257452339.2,abbf5599c150
84,2019-11-28 21:41:49.918000,1855.3348035346069,8921.90933914565,0,71440000,0.0,26000,485364858.88,1cb4575d17f4
85,2019-11-28 21:41:49.918000,7333.207820253128,8921.90933914565,0,1016000000,52.64,33520,589131939.84,2eeb54d55f3b
86,2019-11-28 21:41:49.918000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
87,2019-11-28 21:41:49.918000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
88,2019-11-28 21:41:49.918000,291.2299700009569,8921.90933914565,0,0,3.06,23680,11390253268.992,6ffd41e1fbc1
89,2019-11-28 21:41:49.918000,2665.373965186878,8921.90933914565,0,0,0.0,23680,2459539865.6,f06963f3ad95
90,2019-11-28 21:41:49.918000,14698.800463335347,8921.90933914565,0,209600000,0.11,44560,106703093.76,bca9d260c15b
91,2019-11-28 21:41:50.418000,4265.267248009559,8921.90933914565,0,41600000,0.62,23280,103850967.04,6a5af19b5b83
92,2019-11-28 21:41:50.418000,5413.049392993766,8921.90933914565,0,188000000,0.42,24080,371112017.92,5d2823fff256
93,2019-11-28 21:41:50.418000,1739.2076553036875,8921.90933914565,0,424000000,0.14,31040,251658240.0,2a92371640c3
94,2019-11-28 21:41:50.418000,236.4265483648924,8921.90933914565,0,0,2.33,23680,11596411699.2,1d1a77a500f9
95,2019-11-28 21:41:50.418000,2786.4350189324937,8921.90933914565,0,4456000,0.0,24240,128765132.8,4cc3cf79a2c4
96,2019-11-28 21:41:50.418000,2424.9371855712793,8921.90933914565,0,0,0.0,24240,1257452339.2,abbf5599c150
97,2019-11-28 21:41:50.418000,1855.3348035346069,8921.90933914565,0,71440000,0.0,26000,485364858.88,1cb4575d17f4
98,2019-11-28 21:41:50.418000,7333.207820253128,8921.90933914565,0,1016000000,52.64,33520,589131939.84,2eeb54d55f3b
99,2019-11-28 21:41:50.418000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
100,2019-11-28 21:41:50.418000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
101,2019-11-28 21:41:50.418000,291.23424468926817,8921.90933914565,0,0,4.82,23680,11390253268.992,6ffd41e1fbc1
102,2019-11-28 21:41:50.418000,2665.373965186878,8921.90933914565,0,0,0.0,23680,2459539865.6,f06963f3ad95
103,2019-11-28 21:41:50.418000,14698.800463335347,8921.90933914565,0,209600000,0.11,44560,106703093.76,bca9d260c15b
104,2019-11-28 21:41:50.917000,4265.267248009559,8921.90933914565,0,41600000,0.62,23280,103850967.04,6a5af19b5b83
105,2019-11-28 21:41:50.917000,5413.049392993766,8921.90933914565,0,188000000,0.42,24080,371112017.92,5d2823fff256
106,2019-11-28 21:41:50.917000,1739.2076553036875,8921.90933914565,0,424000000,0.14,31040,251658240.0,2a92371640c3
107,2019-11-28 21:41:50.917000,236.4265483648924,8921.90933914565,0,0,2.33,23680,11596411699.2,1d1a77a500f9
108,2019-11-28 21:41:50.917000,2786.4350189324937,8921.90933914565,0,4456000,0.0,24240,128765132.8,4cc3cf79a2c4
109,2019-11-28 21:41:50.917000,2424.9371855712793,8921.90933914565,0,0,0.0,24240,1257452339.2,abbf5599c150
110,2019-11-28 21:41:50.917000,1855.3348035346069,8921.90933914565,0,71440000,0.0,26000,485364858.88,1cb4575d17f4
111,2019-11-28 21:41:50.917000,7381.108047688449,8921.90933914565,0,1016000000,16.8,33520,408441323.52,2eeb54d55f3b
112,2019-11-28 21:41:50.918000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
113,2019-11-28 21:41:50.918000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
114,2019-11-28 21:41:50.918000,291.23424468926817,8921.90933914565,0,0,4.82,23680,11390253268.992,6ffd41e1fbc1
115,2019-11-28 21:41:50.918000,2665.373965186878,8921.90933914565,0,0,0.0,23680,2459539865.6,f06963f3ad95
116,2019-11-28 21:41:50.918000,15247.924652416219,8921.90933914565,0,210400000,0.39,45120,107290296.32,bca9d260c15b
117,2019-11-28 21:41:51.418000,4265.267248009559,8921.90933914565,0,41600000,0.62,23280,103850967.04,6a5af19b5b83
118,2019-11-28 21:41:51.418000,5413.049392993766,8921.90933914565,0,188000000,0.42,24080,371112017.92,5d2823fff256
119,2019-11-28 21:41:51.418000,1739.2076553036875,8921.90933914565,0,424000000,0.14,31040,251658240.0,2a92371640c3
120,2019-11-28 21:41:51.418000,236.4265483648924,8921.90933914565,0,0,2.33,23680,11596411699.2,1d1a77a500f9
121,2019-11-28 21:41:51.418000,2786.4350189324937,8921.90933914565,0,4456000,0.0,24240,128765132.8,4cc3cf79a2c4
122,2019-11-28 21:41:51.418000,2424.9371855712793,8921.90933914565,0,0,0.0,24240,1257452339.2,abbf5599c150
123,2019-11-28 21:41:51.418000,1855.3348035346069,8921.90933914565,0,71440000,0.0,26000,485364858.88,1cb4575d17f4
124,2019-11-28 21:41:51.418000,7381.108047688449,8921.90933914565,0,1016000000,16.8,33520,408441323.52,2eeb54d55f3b
125,2019-11-28 21:41:51.418000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
126,2019-11-28 21:41:51.419000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
127,2019-11-28 21:41:51.419000,291.23424468926817,8921.90933914565,0,0,4.82,23680,11390253268.992,6ffd41e1fbc1
128,2019-11-28 21:41:51.419000,2665.373965186878,8921.90933914565,0,0,0.0,23680,2459539865.6,f06963f3ad95
129,2019-11-28 21:41:51.419000,15247.924652416219,8921.90933914565,0,210400000,0.39,45120,107290296.32,bca9d260c15b
130,2019-11-28 21:41:51.918000,4287.441023193526,8921.90933914565,0,43360000,1.06,23280,111736258.56,6a5af19b5b83
131,2019-11-28 21:41:51.918000,5413.049572676251,8921.90933914565,0,188000000,0.01,24080,371112017.92,5d2823fff256
132,2019-11-28 21:41:51.918000,1739.2077849437771,8921.90933914565,0,424000000,0.08,31040,251658240.0,2a92371640c3
133,2019-11-28 21:41:51.918000,236.45235266160083,8921.90933914565,0,0,6.88,23680,11596411699.2,1d1a77a500f9
134,2019-11-28 21:41:51.918000,2786.4350189324937,8921.90933914565,0,4456000,0.0,24240,128765132.8,4cc3cf79a2c4
135,2019-11-28 21:41:51.918000,2424.9371855712793,8921.90933914565,0,0,0.0,24240,1257452339.2,abbf5599c150
136,2019-11-28 21:41:51.918000,1855.3348035346069,8921.90933914565,0,71440000,0.0,26000,485364858.88,1cb4575d17f4
137,2019-11-28 21:41:51.918000,6980.5694751273095,8921.90933914565,0,1016000000,0.74,33920,410454589.44,2eeb54d55f3b
138,2019-11-28 21:41:51.918000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
139,2019-11-28 21:41:51.919000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
140,2019-11-28 21:41:51.919000,294.8563111344638,8921.90933914565,0,262400,1.07,23680,11390253268.992,6ffd41e1fbc1
141,2019-11-28 21:41:51.919000,2105.374139918597,8921.90933914565,0,0,0.0,24240,2459539865.6,f06963f3ad95
142,2019-11-28 21:41:51.919000,15868.023961181536,8921.90933914565,0,212000000,1.16,45760,115427246.08,bca9d260c15b
143,2019-11-28 21:41:52.417000,4287.441023193526,8921.90933914565,0,43360000,1.06,23280,111736258.56,6a5af19b5b83
144,2019-11-28 21:41:52.418000,5413.049572676251,8921.90933914565,0,188000000,0.01,24080,371112017.92,5d2823fff256
145,2019-11-28 21:41:52.418000,1739.2077849437771,8921.90933914565,0,424000000,0.08,31040,251658240.0,2a92371640c3
146,2019-11-28 21:41:52.418000,236.45235266160083,8921.90933914565,0,0,6.88,23680,11596411699.2,1d1a77a500f9
147,2019-11-28 21:41:52.418000,2786.4350189324937,8921.90933914565,0,4456000,0.0,24240,128765132.8,4cc3cf79a2c4
148,2019-11-28 21:41:52.418000,2424.9371855712793,8921.90933914565,0,0,0.0,24240,1257452339.2,abbf5599c150
149,2019-11-28 21:41:52.418000,1855.3348035346069,8921.90933914565,0,71440000,0.0,26000,485364858.88,1cb4575d17f4
150,2019-11-28 21:41:52.418000,6980.5694751273095,8921.90933914565,0,1016000000,0.74,33920,410454589.44,2eeb54d55f3b
151,2019-11-28 21:41:52.418000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
152,2019-11-28 21:41:52.418000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
153,2019-11-28 21:41:52.418000,294.8563111344638,8921.90933914565,0,262400,1.07,23680,11390253268.992,6ffd41e1fbc1
154,2019-11-28 21:41:52.418000,2105.374139918597,8921.90933914565,0,0,0.0,24240,2459539865.6,f06963f3ad95
155,2019-11-28 21:41:52.418000,15868.023961181536,8921.90933914565,0,212000000,1.16,45760,115427246.08,bca9d260c15b
156,2019-11-28 21:41:52.917000,4287.441023193526,8921.90933914565,0,43360000,1.06,23280,111736258.56,6a5af19b5b83
157,2019-11-28 21:41:52.917000,5413.049572676251,8921.90933914565,0,188000000,0.01,24080,371112017.92,5d2823fff256
158,2019-11-28 21:41:52.918000,1739.2077849437771,8921.90933914565,0,424000000,0.08,31040,251658240.0,2a92371640c3
159,2019-11-28 21:41:52.918000,236.45235266160083,8921.90933914565,0,0,6.88,23680,11596411699.2,1d1a77a500f9
160,2019-11-28 21:41:52.918000,2786.4350189324937,8921.90933914565,0,4456000,0.0,24240,128765132.8,4cc3cf79a2c4
161,2019-11-28 21:41:52.918000,2424.9371855712793,8921.90933914565,0,0,0.0,24240,1257452339.2,abbf5599c150
162,2019-11-28 21:41:52.918000,1055.335590989077,8921.90933914565,0,71440000,0.0,26800,485364858.88,1cb4575d17f4
163,2019-11-28 21:41:52.918000,6979.855605906508,8921.90933914565,0,1016000000,1.03,33920,413138944.0,2eeb54d55f3b
164,2019-11-28 21:41:52.918000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
165,2019-11-28 21:41:52.918000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
166,2019-11-28 21:41:52.918000,294.8563111344638,8921.90933914565,0,262400,1.07,23680,11390253268.992,6ffd41e1fbc1
167,2019-11-28 21:41:52.918000,2105.374139918597,8921.90933914565,0,0,0.0,24240,2459539865.6,f06963f3ad95
168,2019-11-28 21:41:52.918000,15867.399531592633,8921.90933914565,0,212000000,1.4,45760,113078435.84,bca9d260c15b
169,2019-11-28 21:41:53.417000,4292.299717921325,8921.90933914565,0,43680000,1.77,23280,110058536.96,6a5af19b5b83
170,2019-11-28 21:41:53.417000,5413.049572676251,8921.90933914565,0,188000000,0.01,24080,371112017.92,5d2823fff256
171,2019-11-28 21:41:53.417000,1179.209938109245,8921.90933914565,0,424000000,0.02,31600,251658240.0,2a92371640c3
172,2019-11-28 21:41:53.417000,1477.9214619222055,8921.90933914565,0,2752000,2.6,23680,7069079961.6,1d1a77a500f9
173,2019-11-28 21:41:53.418000,2786.4350189324937,8921.90933914565,0,4456000,0.0,24240,128765132.8,4cc3cf79a2c4
174,2019-11-28 21:41:53.418000,2424.9371855712793,8921.90933914565,0,0,0.0,24240,1257452339.2,abbf5599c150
175,2019-11-28 21:41:53.418000,1055.335590989077,8921.90933914565,0,71440000,0.0,26800,485364858.88,1cb4575d17f4
176,2019-11-28 21:41:53.418000,6979.855605906508,8921.90933914565,0,1016000000,1.03,33920,413138944.0,2eeb54d55f3b
177,2019-11-28 21:41:53.418000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
178,2019-11-28 21:41:53.418000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
179,2019-11-28 21:41:53.418000,440.2847812292097,8921.90933914565,0,2360000,9.8,23680,10952166604.8,6ffd41e1fbc1
180,2019-11-28 21:41:53.418000,2105.374139918597,8921.90933914565,0,0,0.0,24240,2459539865.6,f06963f3ad95
181,2019-11-28 21:41:53.418000,15867.399531592633,8921.90933914565,0,212000000,1.4,45760,113078435.84,bca9d260c15b
182,2019-11-28 21:41:53.918000,4292.299717921325,8921.90933914565,0,43680000,1.77,23280,110058536.96,6a5af19b5b83
183,2019-11-28 21:41:53.918000,5413.049572676251,8921.90933914565,0,188000000,0.01,24080,371112017.92,5d2823fff256
184,2019-11-28 21:41:53.918000,1179.209938109245,8921.90933914565,0,424000000,0.02,31600,251658240.0,2a92371640c3
185,2019-11-28 21:41:53.918000,1477.9214619222055,8921.90933914565,0,2752000,2.6,23680,7069079961.6,1d1a77a500f9
186,2019-11-28 21:41:53.918000,2786.4350189324937,8921.90933914565,0,4456000,0.0,24240,128765132.8,4cc3cf79a2c4
187,2019-11-28 21:41:53.918000,2424.9371855712793,8921.90933914565,0,0,0.0,24240,1257452339.2,abbf5599c150
188,2019-11-28 21:41:53.918000,1055.335590989077,8921.90933914565,0,71440000,0.0,26800,485364858.88,1cb4575d17f4
189,2019-11-28 21:41:53.918000,6979.855605906508,8921.90933914565,0,1016000000,1.03,33920,413138944.0,2eeb54d55f3b
190,2019-11-28 21:41:53.918000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
191,2019-11-28 21:41:53.918000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
192,2019-11-28 21:41:53.918000,440.2847812292097,8921.90933914565,0,2360000,9.8,23680,10952166604.8,6ffd41e1fbc1
193,2019-11-28 21:41:53.918000,2105.374139918597,8921.90933914565,0,0,0.0,24240,2459539865.6,f06963f3ad95
194,2019-11-28 21:41:53.918000,15867.399531592633,8921.90933914565,0,212000000,1.4,45760,113078435.84,bca9d260c15b
195,2019-11-28 21:41:54.419000,4298.517500740216,8921.90933914565,0,44160000,2.54,23280,111568486.4,6a5af19b5b83
196,2019-11-28 21:41:54.419000,5413.049572676251,8921.90933914565,0,188000000,0.01,24080,371112017.92,5d2823fff256
197,2019-11-28 21:41:54.419000,779.2125775212406,8921.90933914565,0,424000000,0.14,32000,251658240.0,2a92371640c3
198,2019-11-28 21:41:54.419000,1494.9103304856662,8921.90933914565,0,4000000,0.05,23680,7069918822.4,1d1a77a500f9
199,2019-11-28 21:41:54.419000,2786.4350189324937,8921.90933914565,0,4456000,0.0,24240,128765132.8,4cc3cf79a2c4
200,2019-11-28 21:41:54.419000,1624.9374748150938,8921.90933914565,0,0,0.0,25040,1257452339.2,abbf5599c150
201,2019-11-28 21:41:54.419000,1055.335590989077,8921.90933914565,0,71440000,0.0,26800,485364858.88,1cb4575d17f4
202,2019-11-28 21:41:54.420000,6099.699881165868,8921.90933914565,0,1016000000,1.04,34800,413726146.56,2eeb54d55f3b
203,2019-11-28 21:41:54.420000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
204,2019-11-28 21:41:54.420000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
205,2019-11-28 21:41:54.420000,440.2847812292097,8921.90933914565,0,2360000,9.8,23680,10952166604.8,6ffd41e1fbc1
206,2019-11-28 21:41:54.420000,2105.374139918597,8921.90933914565,0,0,0.0,24240,2459539865.6,f06963f3ad95
207,2019-11-28 21:41:54.420000,17056.769039821786,8921.90933914565,0,212800000,3.42,46960,114588385.28,bca9d260c15b
208,2019-11-28 21:41:54.917000,4298.517500740216,8921.90933914565,0,44160000,2.54,23280,111568486.4,6a5af19b5b83
209,2019-11-28 21:41:54.917000,5413.049572676251,8921.90933914565,0,188000000,0.01,24080,371112017.92,5d2823fff256
210,2019-11-28 21:41:54.917000,779.2125775212406,8921.90933914565,0,424000000,0.14,32000,251658240.0,2a92371640c3
211,2019-11-28 21:41:54.917000,1494.9103304856662,8921.90933914565,0,4000000,0.05,23680,7069918822.4,1d1a77a500f9
212,2019-11-28 21:41:54.917000,1986.4351904424034,8921.90933914565,0,4456000,0.0,25040,128765132.8,4cc3cf79a2c4
213,2019-11-28 21:41:54.917000,1624.9374748150938,8921.90933914565,0,0,0.0,25040,1257452339.2,abbf5599c150
214,2019-11-28 21:41:54.917000,1055.335590989077,8921.90933914565,0,71440000,0.0,26800,485364858.88,1cb4575d17f4
215,2019-11-28 21:41:54.917000,6099.699881165868,8921.90933914565,0,1016000000,1.04,34800,413726146.56,2eeb54d55f3b
216,2019-11-28 21:41:54.917000,3265.244635454085,8921.90933914565,0,5176000,0.0,23680,471523655.68,7437635703d2
217,2019-11-28 21:41:54.917000,3133.3021309630362,8921.90933914565,0,4064000,0.0,23680,910163968.0,01f13e58f338
218,2019-11-28 21:41:54.917000,323.8429019401868,8921.90933914565,0,2360000,9.93,23680,11390253268.992,6ffd41e1fbc1
219,2019-11-28 21:41:54.918000,2105.374139918597,8921.90933914565,0,0,0.0,24240,2459539865.6,f06963f3ad95
220,2019-11-28 21:41:54.918000,17056.769039821786,8921.90933914565,0,212800000,3.42,46960,114588385.28,bca9d260c15b
221,2019-11-28 21:41:55.419000,4298.517500740216,8921.90933914565,0,44160000,2.54,23280,111568486.4,6a5af19b5b83
