ktime,container,node,io_usage,time,pids,ram_limit,cpu_percent,io_limit,network_limit,network_usage,ram_usage,customer_id,application_id
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966513418,26,73065983639.552,1.03,0,13680,33920,413138944,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966513418,1,520009809.92,0,1376000000,0,23680,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966513418,1,1599707545.6,0,528800000,0,23680,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966513418,1,11390253268.992,9.8,4048000000,0,23680,10952166604.8,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966513418,1,4999610368,0,0,0,24240,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,212000000,1574966513418,3,73065983639.552,1.4,0,16240,45760,113078435.84,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,43680000,1574966513918,3,73065983639.552,1.77,0,0,23280,110058536.96,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966513918,2,73065983639.552,0.01,0,0,24080,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966513918,11,73065983639.552,0.02,589600,8960,31600,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,2752000,1574966513918,1,11596411699.2,2.6,4168000000,0,23680,7069079961.6,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966513918,1,175992995.84,0,356000000,0,24240,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966513918,1,3999688294.4,0,0,0,24240,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966513918,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966513918,26,73065983639.552,1.03,0,13680,33920,413138944,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966513918,1,520009809.92,0,1376000000,0,23680,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966513918,1,1599707545.6,0,528800000,0,23680,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966513918,1,11390253268.992,9.8,4048000000,0,23680,10952166604.8,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966513918,1,4999610368,0,0,0,24240,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,212000000,1574966513918,3,73065983639.552,1.4,0,16240,45760,113078435.84,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,44160000,1574966514419,3,73065983639.552,2.54,0,0,23280,111568486.4,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966514419,2,73065983639.552,0.01,0,0,24080,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966514419,11,73065983639.552,0.14,589600,9520,32000,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966514419,1,11596411699.2,0.05,4168000000,0,23680,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966514419,1,175992995.84,0,356000000,0,24240,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966514419,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966514419,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966514420,26,73065983639.552,1.04,0,14880,34800,413726146.56,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966514420,1,520009809.92,0,1376000000,0,23680,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966514420,1,1599707545.6,0,528800000,0,23680,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966514420,1,11390253268.992,9.8,4048000000,0,23680,10952166604.8,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966514420,1,4999610368,0,0,0,24240,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,212800000,1574966514420,3,73065983639.552,3.42,0,17120,46960,114588385.28,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,44160000,1574966514917,3,73065983639.552,2.54,0,0,23280,111568486.4,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966514917,2,73065983639.552,0.01,0,0,24080,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966514917,11,73065983639.552,0.14,589600,9520,32000,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966514917,1,11596411699.2,0.05,4168000000,0,23680,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966514917,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966514917,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966514917,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966514917,26,73065983639.552,1.04,0,14880,34800,413726146.56,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966514917,1,520009809.92,0,1376000000,0,23680,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966514917,1,1599707545.6,0,528800000,0,23680,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966514917,1,11390253268.992,9.93,4048000000,0,23680,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966514918,1,4999610368,0,0,0,24240,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,212800000,1574966514918,3,73065983639.552,3.42,0,17120,46960,114588385.28,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,44160000,1574966515419,3,73065983639.552,2.54,0,0,23280,111568486.4,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966515419,2,73065983639.552,0.01,0,0,24080,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966515419,11,73065983639.552,0.14,589600,9520,32000,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966515419,1,11596411699.2,0.05,4168000000,0,23680,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966515419,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966515419,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966515420,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966515420,26,73065983639.552,1.04,0,14880,34800,413726146.56,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966515420,1,520009809.92,0,1376000000,0,23680,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966515420,1,1599707545.6,0,528800000,0,23680,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966515420,1,11390253268.992,9.93,4048000000,0,23680,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966515420,1,4999610368,0,0,0,24240,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,212800000,1574966515420,3,73065983639.552,3.42,0,17120,46960,114588385.28,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,47360000,1574966515917,3,73065983639.552,1.07,0,0,23280,113665638.4,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966515917,2,73065983639.552,0.01,0,0,24080,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966515917,11,73065983639.552,0.02,589600,9520,32000,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966515917,1,11596411699.2,0,4168000000,0,23680,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966515917,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966515918,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966515918,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966515918,26,73065983639.552,0.88,0,14880,34800,414481121.28,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966515918,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966515918,1,1599707545.6,0,528800000,0,24240,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966515918,1,11390253268.992,6.94,6080000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966515918,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,214400000,1574966515918,3,73065983639.552,0.85,0,17520,47520,116601651.2,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,47360000,1574966516417,3,73065983639.552,1.07,0,0,23280,113665638.4,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966516417,2,73065983639.552,0.01,0,0,24080,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966516417,11,73065983639.552,0.02,589600,9520,32000,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966516418,1,11596411699.2,0,4168000000,0,23680,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966516418,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966516418,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966516418,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966516418,26,73065983639.552,0.88,0,14880,34800,414481121.28,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966516418,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966516418,1,1599707545.6,0,528800000,0,24240,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966516418,1,11390253268.992,6.94,6080000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966516418,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,214400000,1574966516418,3,73065983639.552,0.85,0,17520,47520,116601651.2,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,47360000,1574966516918,3,73065983639.552,1.07,0,0,23280,113665638.4,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966516918,2,73065983639.552,0.01,0,0,24080,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966516918,11,73065983639.552,0.02,589600,9520,32000,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966516918,1,11596411699.2,0,4168000000,0,23680,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966516918,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966516918,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966516918,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966516918,26,73065983639.552,0.75,0,14880,34800,415068323.84,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966516918,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966516918,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966516918,1,11390253268.992,6.94,6080000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966516918,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,215200000,1574966516918,3,73065983639.552,0.3,0,17520,47520,119286005.76,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,48560000,1574966517417,3,73065983639.552,0.5,0,0,23280,117272739.84,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966517417,2,73065983639.552,0.01,0,0,24640,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966517417,11,73065983639.552,0.02,589600,9520,32000,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966517417,1,11596411699.2,0,4168000000,0,24240,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966517417,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966517417,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966517418,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966517418,26,73065983639.552,0.75,0,14880,34800,415068323.84,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966517418,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966517418,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966517418,1,11390253268.992,4.96,6904000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966517418,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,215200000,1574966517418,3,73065983639.552,0.3,0,17520,47520,119286005.76,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,48560000,1574966517926,3,73065983639.552,0.5,0,0,23280,117272739.84,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966517926,2,73065983639.552,0.01,0,0,24640,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966517926,11,73065983639.552,0.02,589600,9520,32000,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966517926,1,11596411699.2,0,4168000000,0,24240,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966517926,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966517926,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966517926,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966517926,26,73065983639.552,0.75,0,14880,34800,415068323.84,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966517926,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966517926,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966517926,1,11390253268.992,4.96,6904000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966517926,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,215200000,1574966517926,3,73065983639.552,0.3,0,17520,47520,119286005.76,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,49360000,1574966518418,3,73065983639.552,0.55,0,0,23280,120879841.28,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966518418,2,73065983639.552,0.01,0,0,24640,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966518418,11,73065983639.552,0.02,589600,9520,32000,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966518418,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966518418,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966518418,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966518418,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966518418,26,73065983639.552,0.97,0,14880,34800,416074956.8,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966518419,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966518419,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966518419,1,11390253268.992,5.83,7648000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966518419,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,216800000,1574966518419,3,73065983639.552,0.52,0,17520,48080,123899740.16,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,49360000,1574966518917,3,73065983639.552,0.55,0,0,23280,120879841.28,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966518917,2,73065983639.552,0.01,0,0,24640,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966518917,11,73065983639.552,0.02,589600,9520,32880,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966518917,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966518917,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966518917,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966518917,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966518917,26,73065983639.552,0.97,0,14880,34800,416074956.8,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966518917,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966518918,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966518918,1,11390253268.992,5.83,7648000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966518918,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,216800000,1574966518918,3,73065983639.552,0.52,0,17520,48080,123899740.16,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,49360000,1574966519418,3,73065983639.552,0.55,0,0,23280,120879841.28,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966519419,2,73065983639.552,0.01,0,0,24640,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966519419,11,73065983639.552,0.02,589600,9520,32880,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966519419,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966519419,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966519419,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966519419,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966519419,26,73065983639.552,0.97,0,14880,34800,416074956.8,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966519419,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966519419,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966519419,1,11390253268.992,5.83,7648000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966519419,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,216800000,1574966519419,3,73065983639.552,0.52,0,17520,48080,123899740.16,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,51040000,1574966519926,3,73065983639.552,0.54,0,0,23280,125829120,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966519926,2,73065983639.552,0.01,0,0,24640,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966519926,11,73065983639.552,0.06,589600,10160,33360,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966519926,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966519926,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966519926,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966519926,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966519927,26,73065983639.552,1.08,0,14880,34800,416913817.6,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966519927,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966519927,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966519927,1,11390253268.992,6.85,8720000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966519927,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,220000000,1574966519927,3,73065983639.552,0.51,0,17920,49520,129184563.2,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,51040000,1574966520424,3,73065983639.552,0.54,0,0,23280,125829120,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966520424,2,73065983639.552,0.01,0,0,24640,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966520424,11,73065983639.552,0.06,589600,10160,33360,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966520424,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966520424,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
